account_id,position_id,symbol,direction,open_time_utc,close_time_utc,entry_price,exit_price,price_delta,volume_in,volume_out,profit_sum,swap_sum,commission_sum,net_sum,magic,comment_last,close_ticket,sl,tp,best_floating_pnl,worst_floating_pnl,best_price_seen_live,worst_price_seen_live,max_favorable_points_live,max_adverse_points_live,account_type,server,symbol_norm,strategy_id_from_comment,raw_magic_is_bad,strategy_id,strategy_side,bucket_side,timeframe,ea_filename,strategy_mapping_source,strategy_mapping_confidence,strategy_mapping_reason,inference_sample_trades,inference_key,canonical_magic,canonical_bucket,bucket_side_auto_reason,is_exportable,not_exportable_reason
1513550380,460971600,GBPUSD,BUY,2026-06-01 00:15:02+00:00,2026-06-01 10:25:14+00:00,1.34678,1.34619,-0.0005900000000000905,0.1,0.1,-5.9,0.0,-0.5,-6.4,19,[sl 1.34618],442568887,,1.34946,,,,,,,DEMO,FTMO-Demo,GBPUSD,,False,,,,,,,,,0,,,,,False,no_valid_strategy_id
1513550380,461189528,GBPUSD,SELL,2026-06-01 08:15:00+00:00,2026-06-01 11:43:29+00:00,1.3461799999999997,1.3472999999999997,0.0011200000000000099,0.1,0.1,-11.2,0.0,-0.5,-11.7,69,[sl 1.34730],442632614,,1.34489,,,,,,,DEMO,FTMO-Demo,GBPUSD,,False,,,,,,,,,0,,,,,False,no_valid_strategy_id
1513550380,461113346,AUDJPY,BUY,2026-06-01 05:15:00+00:00,2026-06-01 14:03:30+00:00,114.593,114.393,-0.20000000000000284,0.1,0.1,-12.54,0.0,-0.5,-13.04,1,[sl 114.393],442729047,114.393,115.093,,,,,,,DEMO,FTMO-Demo,AUDJPY,,False,,,,,,,,,0,,,,,False,no_valid_strategy_id
1513550380,461307196,EURUSD,SELL,2026-06-01 11:00:00+00:00,2026-06-01 14:10:36+00:00,1.16567,1.16432,-0.0013499999999999623,0.1,0.1,13.5,0.0,-0.5,13.0,73,[tp 1.16432],442734808,1.16745,1.16432,,,,,,,DEMO,FTMO-Demo,EURUSD,,False,,,,,,,,,0,,,,,False,no_valid_strategy_id
1513550380,461071504,AUDJPY,BUY,2026-06-01 04:00:00+00:00,2026-06-01 16:11:25+00:00,114.561,114.258,-0.3030000000000115,0.1,0.1,-18.99,0.0,-0.5,-19.49,47,[sl 114.261],442844250,114.261,114.861,,,,,,,DEMO,FTMO-Demo,AUDJPY,,False,,,,,,,,,0,,,,,False,no_valid_strategy_id
1513550380,461361168,EURUSD,SELL,2026-06-01 12:15:39+00:00,2026-06-01 16:11:27+00:00,1.16524,1.16355,-0.0016899999999999693,0.1,0.1,16.9,0.0,-0.5,16.4,59,[tp 1.16355],442844939,1.16787,1.16355,,,,,,,DEMO,FTMO-Demo,EURUSD,,False,,,,,,,,,0,,,,,False,no_valid_strategy_id
1513550380,462098168,EURUSD,SELL,2026-06-02 04:45:00+00:00,2026-06-02 09:25:12+00:00,1.16329,1.16485,0.0015600000000000058,0.1,0.1,-15.6,0.0,-0.5,-16.1,72,[sl 1.16485],443491047,1.16485,1.16212,,,,,,,DEMO,FTMO-Demo,EURUSD,,False,,,,,,,,,0,,,,,False,no_valid_strategy_id
1513550380,462052221,EURUSD,SELL,2026-06-02 03:30:01+00:00,2026-06-02 09:25:21+00:00,1.16332,1.16489,0.0015700000000000713,0.1,0.1,-15.7,0.0,-0.5,-16.2,73,[sl 1.16489],443491228,1.16489,1.16214,,,,,,,DEMO,FTMO-Demo,EURUSD,,False,,,,,,,,,0,,,,,False,no_valid_strategy_id
1513550380,462155766,EURUSD,SELL,2026-06-02 06:45:00+00:00,2026-06-02 09:25:21+00:00,1.1634,1.16489,0.0014899999999999913,0.1,0.1,-14.9,0.0,-0.5,-15.4,71,[sl 1.16489],443491233,1.16489,1.16225,,,,,,,DEMO,FTMO-Demo,EURUSD,,False,,,,,,,,,0,,,,,False,no_valid_strategy_id
1513550380,462069521,AUDJPY,SELL,2026-06-02 04:00:00+00:00,2026-06-02 17:41:59+00:00,114.3,114.801,0.5010000000000048,0.1,0.1,-31.35,0.0,-0.5,-31.85,47,[sl 114.801],443918928,114.801,114.205,,,,,,,DEMO,FTMO-Demo,AUDJPY,,False,,,,,,,,,0,,,,,False,no_valid_strategy_id
