position_id,symbol,direction,open_time_utc,close_time_utc,entry_price,exit_price,profit_sum,net_sum,strategy_id,account_type,sample_type
2,NZDUSD,SELL,2021-07-06 01:15:00+00:00,2021-07-06 05:02:40+00:00,0.70363,0.70788,-43.0,-43.0,5.7.105,DEMO_ACCOUNT,IS
4,NZDUSD,SELL,2021-07-07 02:45:00+00:00,2021-07-07 14:57:20+00:00,0.70226,0.70644,-42.3,-42.3,5.7.105,DEMO_ACCOUNT,IS
6,NZDUSD,SELL,2021-07-09 02:45:00+00:00,2021-07-09 15:12:20+00:00,0.6953,0.69922,-39.7,-39.7,5.7.105,DEMO_ACCOUNT,IS
8,NZDUSD,SELL,2021-07-12 17:30:00+00:00,2021-07-12 23:45:00+00:00,0.69832,0.69852,-2.5,-2.5,5.7.105,DEMO_ACCOUNT,IS
10,NZDUSD,SELL,2021-07-14 03:30:00+00:00,2021-07-14 05:00:40+00:00,0.69521,0.6988,-36.4,-36.4,5.7.105,DEMO_ACCOUNT,IS
12,NZDUSD,SELL,2021-07-15 01:15:00+00:00,2021-07-15 05:56:00+00:00,0.70403,0.70005,39.3,39.3,5.7.105,DEMO_ACCOUNT,IS
14,NZDUSD,SELL,2021-07-16 01:15:00+00:00,2021-07-16 09:30:00+00:00,0.69879,0.70323,-44.9,-44.9,5.7.105,DEMO_ACCOUNT,IS
16,NZDUSD,SELL,2021-07-21 03:30:00+00:00,2021-07-21 09:34:40+00:00,0.69289,0.68967,31.7,31.7,5.7.105,DEMO_ACCOUNT,IS
18,NZDUSD,SELL,2021-07-22 10:30:00+00:00,2021-07-22 23:45:00+00:00,0.69682,0.69766,-8.9,-8.9,5.7.105,DEMO_ACCOUNT,IS
20,NZDUSD,SELL,2021-07-27 15:45:00+00:00,2021-07-27 23:45:00+00:00,0.69696,0.69576,11.5,11.5,5.7.105,DEMO_ACCOUNT,IS
22,NZDUSD,SELL,2021-07-28 09:00:00+00:00,2021-07-28 14:27:40+00:00,0.69641,0.69319,31.7,31.7,5.7.105,DEMO_ACCOUNT,IS
24,NZDUSD,SELL,2021-07-29 08:45:00+00:00,2021-07-29 17:37:20+00:00,0.69754,0.70131,-38.2,-38.2,5.7.105,DEMO_ACCOUNT,IS
26,NZDUSD,SELL,2021-08-02 10:00:00+00:00,2021-08-02 23:45:00+00:00,0.69722,0.69722,-0.5,-0.5,5.7.105,DEMO_ACCOUNT,IS
28,NZDUSD,SELL,2021-08-04 10:00:00+00:00,2021-08-04 18:17:40+00:00,0.70702,0.70384,31.3,31.3,5.7.105,DEMO_ACCOUNT,IS
30,NZDUSD,SELL,2021-08-10 10:15:00+00:00,2021-08-10 17:21:40+00:00,0.69832,0.70126,-29.9,-29.9,5.7.105,DEMO_ACCOUNT,IS
32,NZDUSD,SELL,2021-08-11 01:30:00+00:00,2021-08-11 15:30:40+00:00,0.70098,0.70358,-26.5,-26.5,5.7.105,DEMO_ACCOUNT,IS
34,NZDUSD,SELL,2021-08-13 15:15:00+00:00,2021-08-13 17:10:40+00:00,0.70128,0.70375,-25.2,-25.2,5.7.105,DEMO_ACCOUNT,IS
36,NZDUSD,SELL,2021-08-18 02:15:00+00:00,2021-08-18 05:00:40+00:00,0.69273,0.68945,32.3,32.3,5.7.105,DEMO_ACCOUNT,IS
38,NZDUSD,SELL,2021-08-19 18:45:00+00:00,2021-08-19 23:45:00+00:00,0.68525,0.6825,27.0,27.0,5.7.105,DEMO_ACCOUNT,IS
40,NZDUSD,SELL,2021-08-20 16:30:00+00:00,2021-08-20 23:45:00+00:00,0.68284,0.68372,-9.3,-9.3,5.7.105,DEMO_ACCOUNT,IS
42,NZDUSD,SELL,2021-08-24 08:15:00+00:00,2021-08-24 09:49:40+00:00,0.69066,0.69356,-29.5,-29.5,5.7.105,DEMO_ACCOUNT,IS
44,NZDUSD,SELL,2021-08-25 11:15:00+00:00,2021-08-25 21:12:40+00:00,0.69498,0.69826,-33.3,-33.3,5.7.105,DEMO_ACCOUNT,IS
46,NZDUSD,SELL,2021-08-26 14:45:00+00:00,2021-08-26 23:45:00+00:00,0.69695,0.69457,23.3,23.3,5.7.105,DEMO_ACCOUNT,IS
48,NZDUSD,SELL,2021-08-31 08:45:00+00:00,2021-08-31 23:45:00+00:00,0.70509,0.70464,4.0,4.0,5.7.105,DEMO_ACCOUNT,IS
50,NZDUSD,SELL,2021-09-01 03:15:00+00:00,2021-09-01 19:19:40+00:00,0.7055,0.70835,-29.0,-29.0,5.7.105,DEMO_ACCOUNT,IS
52,NZDUSD,SELL,2021-09-02 08:45:00+00:00,2021-09-02 11:57:40+00:00,0.7071,0.70968,-26.3,-26.3,5.7.105,DEMO_ACCOUNT,IS
54,NZDUSD,SELL,2021-09-03 08:30:00+00:00,2021-09-03 15:30:40+00:00,0.71243,0.7151,-27.2,-27.2,5.7.105,DEMO_ACCOUNT,IS
56,NZDUSD,SELL,2021-09-08 03:30:00+00:00,2021-09-08 17:39:00+00:00,0.71052,0.70793,25.4,25.4,5.7.105,DEMO_ACCOUNT,IS
58,NZDUSD,SELL,2021-09-09 09:15:00+00:00,2021-09-09 11:13:40+00:00,0.70944,0.7124,-30.1,-30.1,5.7.105,DEMO_ACCOUNT,IS
60,NZDUSD,SELL,2021-09-17 08:15:00+00:00,2021-09-17 16:52:40+00:00,0.70789,0.70519,26.5,26.5,5.7.105,DEMO_ACCOUNT,IS
62,NZDUSD,SELL,2021-09-20 16:45:00+00:00,2021-09-20 23:45:00+00:00,0.70394,0.70323,6.6,6.6,5.7.105,DEMO_ACCOUNT,IS
64,NZDUSD,SELL,2021-09-21 07:15:00+00:00,2021-09-21 23:45:00+00:00,0.70269,0.70088,17.6,17.6,5.7.105,DEMO_ACCOUNT,IS
66,NZDUSD,SELL,2021-09-22 04:15:00+00:00,2021-09-22 21:05:40+00:00,0.70219,0.706,-38.6,-38.6,5.7.105,DEMO_ACCOUNT,IS
68,NZDUSD,SELL,2021-09-23 15:45:00+00:00,2021-09-23 23:45:00+00:00,0.70651,0.70712,-6.6,-6.6,5.7.105,DEMO_ACCOUNT,IS
70,NZDUSD,SELL,2021-09-27 03:15:00+00:00,2021-09-27 23:45:00+00:00,0.70216,0.70145,6.6,6.6,5.7.105,DEMO_ACCOUNT,IS
72,NZDUSD,SELL,2021-09-28 06:00:00+00:00,2021-09-28 09:58:40+00:00,0.70166,0.69887,27.4,27.4,5.7.105,DEMO_ACCOUNT,IS
74,NZDUSD,SELL,2021-09-29 09:30:00+00:00,2021-09-29 14:29:40+00:00,0.69572,0.6926,30.7,30.7,5.7.105,DEMO_ACCOUNT,IS
76,NZDUSD,SELL,2021-09-30 03:30:00+00:00,2021-09-30 17:10:40+00:00,0.68746,0.69082,-34.1,-34.1,5.7.105,DEMO_ACCOUNT,IS
78,NZDUSD,SELL,2021-10-01 17:15:00+00:00,2021-10-01 23:45:00+00:00,0.69425,0.69415,0.5,0.5,5.7.105,DEMO_ACCOUNT,IS
80,NZDUSD,SELL,2021-10-04 08:15:00+00:00,2021-10-04 16:31:40+00:00,0.69475,0.69779,-30.9,-30.9,5.7.105,DEMO_ACCOUNT,IS
82,NZDUSD,SELL,2021-10-05 10:30:00+00:00,2021-10-05 23:45:00+00:00,0.69537,0.69602,-7.0,-7.0,5.7.105,DEMO_ACCOUNT,IS
84,NZDUSD,SELL,2021-10-06 15:45:00+00:00,2021-10-06 23:45:00+00:00,0.69119,0.6916,-4.6,-4.6,5.7.105,DEMO_ACCOUNT,IS
86,NZDUSD,SELL,2021-10-11 17:15:00+00:00,2021-10-11 23:45:00+00:00,0.69624,0.69349,27.0,27.0,5.7.105,DEMO_ACCOUNT,IS
88,NZDUSD,SELL,2021-10-13 05:15:00+00:00,2021-10-13 23:45:00+00:00,0.69381,0.69673,-29.7,-29.7,5.7.105,DEMO_ACCOUNT,IS
90,NZDUSD,SELL,2021-10-15 04:30:00+00:00,2021-10-15 17:48:40+00:00,0.70427,0.70707,-28.5,-28.5,5.7.105,DEMO_ACCOUNT,IS
92,NZDUSD,SELL,2021-10-18 01:00:00+00:00,2021-10-18 13:19:40+00:00,0.70841,0.70512,32.4,32.4,5.7.105,DEMO_ACCOUNT,IS
94,NZDUSD,SELL,2021-10-19 03:00:00+00:00,2021-10-19 04:45:40+00:00,0.70906,0.71147,-24.6,-24.6,5.7.105,DEMO_ACCOUNT,IS
96,NZDUSD,SELL,2021-10-20 04:15:00+00:00,2021-10-20 17:12:40+00:00,0.71605,0.7187,-27.0,-27.0,5.7.105,DEMO_ACCOUNT,IS
