position_id,symbol,direction,open_time_utc,close_time_utc,entry_price,exit_price,profit_sum,net_sum,strategy_id,account_type,sample_type,commission_sum,volume_in,volume_out,account_group,base_lot_detected,source_file,base_lot,target_lot,lot_scale_factor,scaled_profit_sum,scaled_commission_sum,scaled_net_sum,scaled_volume_in,scaled_volume_out,scaled_cumulative_net_sum
982,USDCAD,BUY,2024-07-02 09:45:00+00:00,2024-07-02 23:45:00+00:00,1.37427,1.36766,-48.83,-48.83,4.16.175,DEMO,OOS,0.0,0.1,0.1,DEMO_ACCOUNT,0.1,C:\Users\Leon\Desktop\QUANT\Data_Center\Data\2_Baseline\Trades\Backtest\DEMO_ACCOUNT\OOS\listOfTrades_USDCAD_32_4.16.175_BUY_M15_OOS.csv,0.1,7.1,70.99999999999999,-3466.9299999999994,0.0,-3466.9299999999994,7.099999999999999,7.099999999999999,-3466.9299999999994
984,USDCAD,BUY,2024-07-03 10:30:00+00:00,2024-07-03 23:45:00+00:00,1.36702,1.36402,-22.49,-22.49,4.16.175,DEMO,OOS,0.0,0.1,0.1,DEMO_ACCOUNT,0.1,C:\Users\Leon\Desktop\QUANT\Data_Center\Data\2_Baseline\Trades\Backtest\DEMO_ACCOUNT\OOS\listOfTrades_USDCAD_32_4.16.175_BUY_M15_OOS.csv,0.1,7.1,70.99999999999999,-1596.7899999999995,0.0,-1596.7899999999995,7.099999999999999,7.099999999999999,-5063.719999999999
986,USDCAD,BUY,2024-07-04 03:45:00+00:00,2024-07-04 23:45:00+00:00,1.36321,1.36126,-14.82,-14.82,4.16.175,DEMO,OOS,0.0,0.1,0.1,DEMO_ACCOUNT,0.1,C:\Users\Leon\Desktop\QUANT\Data_Center\Data\2_Baseline\Trades\Backtest\DEMO_ACCOUNT\OOS\listOfTrades_USDCAD_32_4.16.175_BUY_M15_OOS.csv,0.1,7.1,70.99999999999999,-1052.2199999999998,0.0,-1052.2199999999998,7.099999999999999,7.099999999999999,-6115.939999999999
988,USDCAD,BUY,2024-07-05 03:45:00+00:00,2024-07-05 15:28:40+00:00,1.3608,1.36183,7.06,7.06,4.16.175,DEMO,OOS,0.0,0.1,0.1,DEMO_ACCOUNT,0.1,C:\Users\Leon\Desktop\QUANT\Data_Center\Data\2_Baseline\Trades\Backtest\DEMO_ACCOUNT\OOS\listOfTrades_USDCAD_32_4.16.175_BUY_M15_OOS.csv,0.1,7.1,70.99999999999999,501.2599999999999,0.0,501.2599999999999,7.099999999999999,7.099999999999999,-5614.6799999999985
990,USDCAD,BUY,2024-07-08 04:30:00+00:00,2024-07-08 23:45:00+00:00,1.3638,1.3636,-1.97,-1.97,4.16.175,DEMO,OOS,0.0,0.1,0.1,DEMO_ACCOUNT,0.1,C:\Users\Leon\Desktop\QUANT\Data_Center\Data\2_Baseline\Trades\Backtest\DEMO_ACCOUNT\OOS\listOfTrades_USDCAD_32_4.16.175_BUY_M15_OOS.csv,0.1,7.1,70.99999999999999,-139.86999999999998,0.0,-139.86999999999998,7.099999999999999,7.099999999999999,-5754.549999999998
992,USDCAD,BUY,2024-07-16 12:15:00+00:00,2024-07-16 15:35:40+00:00,1.36816,1.37,12.93,12.93,4.16.175,DEMO,OOS,0.0,0.1,0.1,DEMO_ACCOUNT,0.1,C:\Users\Leon\Desktop\QUANT\Data_Center\Data\2_Baseline\Trades\Backtest\DEMO_ACCOUNT\OOS\listOfTrades_USDCAD_32_4.16.175_BUY_M15_OOS.csv,0.1,7.1,70.99999999999999,918.0299999999997,0.0,918.0299999999997,7.099999999999999,7.099999999999999,-4836.519999999999
994,USDCAD,BUY,2024-07-17 11:45:00+00:00,2024-07-17 18:04:40+00:00,1.36694,1.36919,15.93,15.93,4.16.175,DEMO,OOS,0.0,0.1,0.1,DEMO_ACCOUNT,0.1,C:\Users\Leon\Desktop\QUANT\Data_Center\Data\2_Baseline\Trades\Backtest\DEMO_ACCOUNT\OOS\listOfTrades_USDCAD_32_4.16.175_BUY_M15_OOS.csv,0.1,7.1,70.99999999999999,1131.0299999999997,0.0,1131.0299999999997,7.099999999999999,7.099999999999999,-3705.489999999999
996,USDCAD,BUY,2024-07-19 14:30:00+00:00,2024-07-19 16:05:40+00:00,1.37079,1.37279,14.07,14.07,4.16.175,DEMO,OOS,0.0,0.1,0.1,DEMO_ACCOUNT,0.1,C:\Users\Leon\Desktop\QUANT\Data_Center\Data\2_Baseline\Trades\Backtest\DEMO_ACCOUNT\OOS\listOfTrades_USDCAD_32_4.16.175_BUY_M15_OOS.csv,0.1,7.1,70.99999999999999,998.9699999999998,0.0,998.9699999999998,7.099999999999999,7.099999999999999,-2706.519999999999
998,USDCAD,BUY,2024-07-22 00:15:00+00:00,2024-07-22 15:18:40+00:00,1.37253,1.37531,19.71,19.71,4.16.175,DEMO,OOS,0.0,0.1,0.1,DEMO_ACCOUNT,0.1,C:\Users\Leon\Desktop\QUANT\Data_Center\Data\2_Baseline\Trades\Backtest\DEMO_ACCOUNT\OOS\listOfTrades_USDCAD_32_4.16.175_BUY_M15_OOS.csv,0.1,7.1,70.99999999999999,1399.4099999999999,0.0,1399.4099999999999,7.099999999999999,7.099999999999999,-1307.1099999999992
1000,USDCAD,BUY,2024-07-23 14:00:00+00:00,2024-07-23 22:41:40+00:00,1.37602,1.37762,11.11,11.11,4.16.175,DEMO,OOS,0.0,0.1,0.1,DEMO_ACCOUNT,0.1,C:\Users\Leon\Desktop\QUANT\Data_Center\Data\2_Baseline\Trades\Backtest\DEMO_ACCOUNT\OOS\listOfTrades_USDCAD_32_4.16.175_BUY_M15_OOS.csv,0.1,7.1,70.99999999999999,788.8099999999998,0.0,788.8099999999998,7.099999999999999,7.099999999999999,-518.2999999999994
1002,USDCAD,BUY,2024-07-24 14:15:00+00:00,2024-07-24 17:07:40+00:00,1.37853,1.38026,12.03,12.03,4.16.175,DEMO,OOS,0.0,0.1,0.1,DEMO_ACCOUNT,0.1,C:\Users\Leon\Desktop\QUANT\Data_Center\Data\2_Baseline\Trades\Backtest\DEMO_ACCOUNT\OOS\listOfTrades_USDCAD_32_4.16.175_BUY_M15_OOS.csv,0.1,7.1,70.99999999999999,854.1299999999998,0.0,854.1299999999998,7.099999999999999,7.099999999999999,335.8300000000004
1004,USDCAD,BUY,2024-07-25 16:30:00+00:00,2024-07-25 23:45:00+00:00,1.38282,1.38252,-2.67,-2.67,4.16.175,DEMO,OOS,0.0,0.1,0.1,DEMO_ACCOUNT,0.1,C:\Users\Leon\Desktop\QUANT\Data_Center\Data\2_Baseline\Trades\Backtest\DEMO_ACCOUNT\OOS\listOfTrades_USDCAD_32_4.16.175_BUY_M15_OOS.csv,0.1,7.1,70.99999999999999,-189.56999999999996,0.0,-189.56999999999996,7.099999999999999,7.099999999999999,146.26000000000042
1006,USDCAD,BUY,2024-07-26 03:15:00+00:00,2024-07-26 17:35:40+00:00,1.38161,1.38393,16.26,16.26,4.16.175,DEMO,OOS,0.0,0.1,0.1,DEMO_ACCOUNT,0.1,C:\Users\Leon\Desktop\QUANT\Data_Center\Data\2_Baseline\Trades\Backtest\DEMO_ACCOUNT\OOS\listOfTrades_USDCAD_32_4.16.175_BUY_M15_OOS.csv,0.1,7.1,70.99999999999999,1154.4599999999998,0.0,1154.4599999999998,7.099999999999999,7.099999999999999,1300.7200000000003
1008,USDCAD,BUY,2024-07-30 07:00:00+00:00,2024-07-30 15:58:40+00:00,1.38477,1.38642,11.4,11.4,4.16.175,DEMO,OOS,0.0,0.1,0.1,DEMO_ACCOUNT,0.1,C:\Users\Leon\Desktop\QUANT\Data_Center\Data\2_Baseline\Trades\Backtest\DEMO_ACCOUNT\OOS\listOfTrades_USDCAD_32_4.16.175_BUY_M15_OOS.csv,0.1,7.1,70.99999999999999,809.3999999999999,0.0,809.3999999999999,7.099999999999999,7.099999999999999,2110.12
1010,USDCAD,BUY,2024-08-01 16:00:00+00:00,2024-08-01 18:07:40+00:00,1.38139,1.38406,18.79,18.79,4.16.175,DEMO,OOS,0.0,0.1,0.1,DEMO_ACCOUNT,0.1,C:\Users\Leon\Desktop\QUANT\Data_Center\Data\2_Baseline\Trades\Backtest\DEMO_ACCOUNT\OOS\listOfTrades_USDCAD_32_4.16.175_BUY_M15_OOS.csv,0.1,7.1,70.99999999999999,1334.0899999999997,0.0,1334.0899999999997,7.099999999999999,7.099999999999999,3444.2099999999996
1012,USDCAD,BUY,2024-08-02 04:45:00+00:00,2024-08-02 23:45:00+00:00,1.38656,1.38721,4.19,4.19,4.16.175,DEMO,OOS,0.0,0.1,0.1,DEMO_ACCOUNT,0.1,C:\Users\Leon\Desktop\QUANT\Data_Center\Data\2_Baseline\Trades\Backtest\DEMO_ACCOUNT\OOS\listOfTrades_USDCAD_32_4.16.175_BUY_M15_OOS.csv,0.1,7.1,70.99999999999999,297.48999999999995,0.0,297.48999999999995,7.099999999999999,7.099999999999999,3741.6999999999994
1014,USDCAD,BUY,2024-08-05 14:00:00+00:00,2024-08-05 23:45:00+00:00,1.38547,1.38301,-18.29,-18.29,4.16.175,DEMO,OOS,0.0,0.1,0.1,DEMO_ACCOUNT,0.1,C:\Users\Leon\Desktop\QUANT\Data_Center\Data\2_Baseline\Trades\Backtest\DEMO_ACCOUNT\OOS\listOfTrades_USDCAD_32_4.16.175_BUY_M15_OOS.csv,0.1,7.1,70.99999999999999,-1298.5899999999997,0.0,-1298.5899999999997,7.099999999999999,7.099999999999999,2443.1099999999997
1016,USDCAD,BUY,2024-08-07 06:45:00+00:00,2024-08-07 23:45:00+00:00,1.37707,1.37536,-12.93,-12.93,4.16.175,DEMO,OOS,0.0,0.1,0.1,DEMO_ACCOUNT,0.1,C:\Users\Leon\Desktop\QUANT\Data_Center\Data\2_Baseline\Trades\Backtest\DEMO_ACCOUNT\OOS\listOfTrades_USDCAD_32_4.16.175_BUY_M15_OOS.csv,0.1,7.1,70.99999999999999,-918.0299999999997,0.0,-918.0299999999997,7.099999999999999,7.099999999999999,1525.08
