date,symbol,timeframe,bars,open,high,low,close,net_move,daily_range,path_length,trend_efficiency,path_efficiency,noise_ratio,up_run_count,down_run_count,total_run_count,avg_up_run_length,max_up_run_length,avg_down_run_length,max_down_run_length,pullback_count,pullback_ratio,avg_body_size,avg_upper_wick,avg_lower_wick,max_upper_wick,max_lower_wick,wick_ratio,new_high_count,new_low_count,high_break_acceptance,low_break_acceptance,failed_high_breakouts,failed_low_breakouts,false_breakout_ratio,direction_changes,largest_candle,largest_candle_pct_of_day,top_3_candles_share,atr_spike_count
2022-03-25,GBPUSD,M15,5,1.31877,1.3193,1.31813,1.3183,0.00046999999999997044,0.0011699999999998933,0.0014100000000001334,0.33333333333328086,0.40170940170941305,0.6666666666667191,1,2,3,1.0,1.0,1.5,2.0,2,0.4,0.0003179999999999517,0.0001340000000000341,9.799999999997589e-05,0.00031000000000003247,0.00038000000000004697,0.42413950619347834,0,2,0.0,0.5,0,0,0.0,2,0.0006999999999999229,0.598290598290587,1.623931623931593,0
2022-03-28,GBPUSD,M15,96,1.31758,1.31846,1.30671,1.30939,0.00818999999999992,0.011749999999999927,0.04501000000000088,0.1819595645412077,0.6970212765957422,0.8180404354587922,28,29,57,1.5714285714285714,4.0,1.7586206896551724,5.0,56,0.5833333333333334,0.0004684375000000111,0.0002240624999999899,0.0002078124999999991,0.0009799999999999809,0.0009099999999999664,0.5165632982386752,3,24,0.0,0.625,2,6,0.2962962962962963,56,0.003269999999999884,0.2782978723404174,0.6791489361702064,6
2022-03-29,GBPUSD,M15,96,1.30914,1.31596,1.3050899999999999,1.30936,0.000220000000000109,0.010870000000000157,0.054949999999998944,0.004003639672431542,0.02023919043239244,0.9959963603275684,21,20,41,2.2857142857142856,7.0,2.35,8.0,40,0.4166666666666667,0.0005710416666666768,0.0003043749999999933,0.0002312500000000023,0.0019399999999998307,0.0017300000000000093,0.5252880938567698,13,4,0.5384615384615384,0.5,4,2,0.35294117647058826,40,0.004929999999999879,0.45354185832564925,1.1085556577736837,12
2022-03-30,GBPUSD,M15,96,1.30827,1.31825,1.3082,1.31351,0.005239999999999911,0.010049999999999892,0.03951000000000038,0.13262465198683526,0.5213930348258674,0.8673753480131647,28,27,55,1.8214285714285714,6.0,1.6296296296296295,4.0,54,0.5625,0.00042208333333333914,0.00022739583333333582,0.00023437499999998807,0.0010900000000000354,0.0010099999999999554,0.5388487530369986,24,0,0.5416666666666666,0.0,4,0,0.16666666666666666,54,0.0020700000000000163,0.20597014925373516,0.596019900497535,8
2022-03-31,GBPUSD,M15,96,1.31323,1.31754,1.31057,1.31419,0.0009600000000000719,0.006969999999999921,0.046329999999999094,0.020720915173755464,0.1377331420373146,0.9792790848262445,26,25,51,1.8461538461538463,5.0,1.88,5.0,50,0.5208333333333334,0.0004806249999999984,0.00022031249999999078,0.00021197916666666067,0.0014099999999999113,0.001180000000000181,0.49088550479444565,10,12,0.6,0.5833333333333334,2,2,0.18181818181818182,50,0.0035000000000000586,0.502152080344347,1.3500717360114496,8
2022-04-01,GBPUSD,M15,96,1.31353,1.31515,1.30863,1.31114,0.0023900000000001143,0.006520000000000081,0.03596999999999917,0.06644425910481427,0.36656441717792704,0.9335557408951858,26,26,52,1.5769230769230769,4.0,2.0,5.0,49,0.5104166666666666,0.0003748958333333191,0.00017718750000000663,0.00018916666666667312,0.0008200000000000429,0.0007200000000000539,0.5362142073242975,4,12,0.5,0.5833333333333334,2,3,0.3125,49,0.0022400000000000198,0.3435582822085877,0.9478527607361619,9
2022-04-04,GBPUSD,M15,96,1.30971,1.3136700000000001,1.3093,1.31162,0.0019100000000000783,0.004370000000000207,0.031040000000000845,0.061533505154640025,0.4370709382151002,0.9384664948453599,22,20,42,2.1818181818181817,6.0,2.2,5.0,39,0.40625,0.0003260416666666678,0.00017927083333332586,0.00016937500000000402,0.0006399999999999739,0.0006700000000001705,0.554459748240327,14,1,0.5,1.0,5,0,0.3333333333333333,39,0.002429999999999932,0.5560640732265028,1.3112128146453006,5
2022-04-05,GBPUSD,M15,96,1.3112300000000001,1.31667,1.30666,1.30713,0.004100000000000215,0.010010000000000074,0.04083000000000103,0.10041636051922878,0.409590409590428,0.8995836394807712,25,24,49,1.84,6.0,2.0416666666666665,5.0,48,0.5,0.0004286458333333243,0.00017656250000000484,0.00014802083333333624,0.0009400000000001629,0.0009000000000001229,0.4796378528000968,15,14,0.4,0.6428571428571429,4,4,0.27586206896551724,48,0.002610000000000001,0.2607392607392589,0.7152847152847155,8
2022-04-06,GBPUSD,M15,96,1.3073299999999999,1.3108,1.30454,1.30681,0.0005199999999998539,0.006259999999999932,0.03822999999999932,0.013601883337689332,0.08306709265173474,0.9863981166623107,22,23,45,2.1818181818181817,5.0,1.9565217391304348,5.0,44,0.4583333333333333,0.00039406249999998183,0.00027031250000002227,0.0001785416666666683,0.0026200000000000667,0.0008600000000000829,0.5495229775395192,6,5,0.6666666666666666,0.8,1,0,0.09090909090909091,44,0.004590000000000094,0.7332268370607258,1.3945686900959173,8
2022-04-07,GBPUSD,M15,96,1.3066200000000001,1.31064,1.30518,1.3075999999999999,0.0009799999999997588,0.00546000000000002,0.0367900000000001,0.026637673280776195,0.17948717948713463,0.9733623267192238,25,24,49,2.0,4.0,1.8333333333333333,5.0,48,0.5,0.00038666666666666943,0.00020499999999999455,0.0001767708333333349,0.0012399999999999078,0.0009399999999999409,0.5459172212063943,14,1,0.42857142857142855,0.0,2,0,0.13333333333333333,48,0.0024199999999998667,0.44322344322341717,1.188644688644663,8
2022-04-08,GBPUSD,M15,96,1.30748,1.3085,1.29823,1.3034,0.0040800000000000836,0.010270000000000001,0.03330000000000033,0.12252252252252382,0.39727361246349396,0.8774774774774762,25,25,50,1.68,4.0,2.04,4.0,49,0.5104166666666666,0.0003505208333333375,0.000168854166666658,0.00018145833333333325,0.0010099999999999554,0.0007299999999998974,0.5625211166982931,1,22,0.0,0.5,0,5,0.21739130434782608,49,0.0018399999999998418,0.17916260954234095,0.49659201557936744,15
2022-04-11,GBPUSD,M15,96,1.30293,1.30566,1.2989,1.3028,0.00012999999999996348,0.006760000000000099,0.03825999999999974,0.003397804495555786,0.019230769230763545,0.9966021955044442,28,25,53,1.7857142857142858,5.0,1.72,6.0,50,0.5208333333333334,0.00040302083333332295,0.00022458333333332664,0.0001718750000000019,0.0009200000000000319,0.0006299999999999084,0.539061086590814,4,9,0.5,0.4444444444444444,0,1,0.07692307692307693,50,0.0021999999999999797,0.32544378698224075,0.8934911242603486,6
2022-04-12,GBPUSD,M15,96,1.30285,1.30538,1.2993999999999999,1.30006,0.00279000000000007,0.005980000000000096,0.038610000000000255,0.0722610722610736,0.46655518394649254,0.9277389277389264,26,26,52,1.8076923076923077,5.0,1.8076923076923077,5.0,51,0.53125,0.00040104166666666413,0.00017906250000000734,0.00019062500000000213,0.001100000000000101,0.0010300000000000864,0.5184778130729072,8,14,0.625,0.42857142857142855,2,4,0.2727272727272727,51,0.003310000000000146,0.5535117056856342,1.1889632107023507,11
2022-04-13,GBPUSD,M15,96,1.30003,1.31171,1.29732,1.31171,0.011679999999999913,0.014389999999999903,0.04581999999999953,0.2549105194238331,0.8116747741487138,0.745089480576167,24,24,48,2.2916666666666665,9.0,1.5833333333333333,4.0,46,0.4791666666666667,0.0004769791666666666,0.00021052083333333396,0.00014812499999998507,0.0009599999999998499,0.0005599999999998939,0.4878385594047587,28,8,0.42857142857142855,0.75,7,2,0.25,46,0.0024800000000000377,0.17234190410007327,0.48158443363446335,14
2022-04-14,GBPUSD,M15,96,1.31013,1.3147199999999999,1.3033299999999999,1.30793,0.0021999999999999797,0.011390000000000011,0.042550000000000754,0.05170387779083292,0.19315188762071797,0.948296122209167,26,27,53,1.8846153846153846,5.0,1.6666666666666667,7.0,51,0.53125,0.0004544791666666696,0.00021843750000001086,0.00018062499999999213,0.0012800000000001699,0.0014600000000000168,0.5097641949939244,10,6,0.4,0.8333333333333334,3,1,0.25,51,0.002990000000000048,0.26251097453907335,0.7445127304653429,12
2022-04-15,GBPUSD,M15,96,1.3073299999999999,1.3079100000000001,1.30443,1.30583,0.0014999999999998348,0.0034800000000001496,0.019990000000000396,0.07503751875936994,0.43103448275855466,0.9249624812406301,24,23,47,1.75,6.0,2.217391304347826,8.0,44,0.4583333333333333,0.00021302083333333185,0.00018447916666666556,0.00023687500000000214,0.0006199999999998429,0.0014600000000000168,0.6335284169212289,1,5,1.0,0.2,0,1,0.16666666666666666,44,0.0020400000000000418,0.586206896551711,1.709770114942554,21
2022-04-18,GBPUSD,M15,96,1.30515,1.30645,1.30046,1.30109,0.0040599999999999525,0.00598999999999994,0.029969999999999608,0.135468802135469,0.6777963272120189,0.864531197864531,25,24,49,1.72,6.0,2.1666666666666665,5.0,48,0.5,0.0003139583333333293,0.00016562500000000258,0.00013218750000000556,0.0007900000000000684,0.0006099999999999994,0.5208919221680538,3,12,0.6666666666666666,0.6666666666666666,1,3,0.26666666666666666,48,0.0015099999999999003,0.25208681135223965,0.7195325542571084,5
2022-04-19,GBPUSD,M15,96,1.3011300000000001,1.30407,1.29804,1.30006,0.0010700000000001264,0.00602999999999998,0.03981999999999952,0.026870919136116004,0.1774461028192587,0.9731290808638839,27,27,54,1.9259259259259258,5.0,1.5925925925925926,5.0,53,0.5520833333333334,0.00041593750000000485,0.00019000000000000497,0.00022885416666667407,0.0009999999999998899,0.0013300000000000534,0.5579931577172098,7,9,0.5714285714285714,0.5555555555555556,3,1,0.25,53,0.0025500000000000522,0.42288557213931355,1.1094527363184625,7
2022-04-20,GBPUSD,M15,96,1.29984,1.30707,1.2990300000000001,1.3066499999999999,0.006809999999999761,0.008039999999999825,0.04418000000000055,0.1541421457673082,0.847014925373123,0.8458578542326918,26,25,51,2.0,7.0,1.72,4.0,50,0.5208333333333334,0.00046447916666667494,0.00018312499999998308,0.0001994791666666528,0.0008500000000000174,0.0008900000000000574,0.5066304066349616,20,1,0.75,0.0,1,1,0.09523809523809523,50,0.0023600000000001398,0.29353233830848147,0.7674129353234008,11
