account_id,position_id,symbol,direction,open_time_utc,close_time_utc,entry_price,exit_price,price_delta,volume_in,volume_out,profit_sum,swap_sum,commission_sum,net_sum,magic,comment_last,close_ticket,sl,tp,best_floating_pnl,worst_floating_pnl,best_price_seen_live,worst_price_seen_live,max_favorable_points_live,max_adverse_points_live,account_type,server,symbol_norm,strategy_id_from_comment,raw_magic_is_bad,strategy_id,strategy_side,bucket_side,timeframe,ea_filename,strategy_mapping_source,strategy_mapping_confidence,strategy_mapping_reason,inference_sample_trades,inference_key,canonical_magic,canonical_bucket,bucket_side_auto_reason,is_exportable,not_exportable_reason
540136817,107593761,XAUUSD,BUY,2026-02-25 03:15:00+00:00,2026-02-25 03:22:19+00:00,5175.56,5186.65,11.089999999999236,0.1,0.1,110.9,0.0,-0.72,110.18,45,[tp 5186.63],100380423,5163.68,5186.63,,,,,,,LIVE,FTMO-Server4,XAUUSD,,False,,,,,,,,,0,,,,,False,no_valid_strategy_id
540136817,109656310,XAUUSD,BUY,2026-03-03 02:30:00+00:00,2026-03-03 02:54:08+00:00,5358.41,5346.66,-11.75,0.1,0.1,-117.5,0.0,-0.75,-118.25,45,[sl 5346.86],102309435,5346.86,5369.81,,,,,,,LIVE,FTMO-Server4,XAUUSD,,False,,,,,,,,,0,,,,,False,no_valid_strategy_id
540136817,110249870,XAUUSD,BUY,2026-03-04 03:15:00+00:00,2026-03-04 03:26:53+00:00,5159.94,5148.36,-11.579999999999927,0.1,0.1,-115.8,0.0,-0.72,-116.52,45,[sl 5148.41],102867330,5148.41,5171.36,,,,,,,LIVE,FTMO-Server4,XAUUSD,,False,,,,,,,,,0,,,,,False,no_valid_strategy_id
540136817,110701514,XAUUSD,BUY,2026-03-05 02:00:00+00:00,2026-03-05 02:19:37+00:00,5165.719999999999,5177.13,11.410000000000764,0.1,0.1,114.1,0.0,-0.72,113.38,45,[tp 5177.13],103285401,5154.18,5177.13,,,,,,,LIVE,FTMO-Server4,XAUUSD,,False,,,,,,,,,0,,,,,False,no_valid_strategy_id
540136817,111234092,XAUUSD,BUY,2026-03-06 03:45:00+00:00,2026-03-06 03:50:51+00:00,5118.78,5130.8,12.020000000000437,0.1,0.1,120.2,0.0,-0.72,119.48,45,[tp 5130.17],103775345,5107.22,5130.17,,,,,,,LIVE,FTMO-Server4,XAUUSD,,False,,,,,,,,,0,,,,,False,no_valid_strategy_id
540136817,112227081,XAUUSD,BUY,2026-03-10 01:45:00+00:00,2026-03-10 01:58:59+00:00,5137.259999999999,5148.999999999999,11.739999999999782,0.1,0.1,117.4,0.0,-0.72,116.68,45,[tp 5148.66],104699504,5125.71,5148.66,,,,,,,LIVE,FTMO-Server4,XAUUSD,,False,,,,,,,,,0,,,,,False,no_valid_strategy_id
540136817,113323757,XAUUSD,BUY,2026-03-12 10:15:00+00:00,2026-03-12 10:45:21+00:00,5170.51,5181.95,11.4399999999996,0.1,0.1,114.4,0.0,-0.72,113.68,45,[tp 5181.91],105721815,5158.96,5181.91,,,,,,,LIVE,FTMO-Server4,XAUUSD,,False,,,,,,,,,0,,,,,False,no_valid_strategy_id
540136817,113744981,XAUUSD,BUY,2026-03-13 04:15:00+00:00,2026-03-13 06:29:06+00:00,5119.93,5108.36,-11.570000000000618,0.1,0.1,-115.7,0.0,-0.72,-116.42,45,[sl 5108.38],106126964,5108.38,5131.33,,,,,,,LIVE,FTMO-Server4,XAUUSD,,False,,,,,,,,,0,,,,,False,no_valid_strategy_id
540136817,114734768,XAUUSD,BUY,2026-03-17 05:00:00+00:00,2026-03-17 07:44:46+00:00,5028.18,5040.48,12.299999999999272,0.2,0.2,246.0,0.0,-1.41,244.59,45,[tp 5039.58],107038023,5016.63,5039.58,,,,,,,LIVE,FTMO-Server4,XAUUSD,,False,,,,,,,,,0,,,,,False,no_valid_strategy_id
540136817,115210969,XAUUSD,BUY,2026-03-18 09:15:00+00:00,2026-03-18 10:47:10+00:00,5009.57,4998.02,-11.549999999999272,0.2,0.2,-231.0,0.0,-1.4,-232.4,45,[sl 4998.04],107464601,4998.04,5020.99,,,,,,,LIVE,FTMO-Server4,XAUUSD,,False,,,,,,,,,0,,,,,False,no_valid_strategy_id
