position_id,symbol,direction,open_time_utc,close_time_utc,entry_price,exit_price,profit_sum,net_sum,strategy_id,account_type,sample_type
2,USDJPY,BUY,2021-07-14 03:15:00+00:00,2021-07-14 15:54:40+00:00,110.712,110.162,-50.43,-50.43,1.35.168,DEMO_ACCOUNT,IS
4,USDJPY,BUY,2021-07-26 15:45:00+00:00,2021-07-26 23:45:00+00:00,110.438,110.382,-5.57,-5.57,1.35.168,DEMO_ACCOUNT,IS
6,USDJPY,BUY,2021-08-06 03:15:00+00:00,2021-08-06 23:45:00+00:00,109.882,110.233,31.34,31.34,1.35.168,DEMO_ACCOUNT,IS
8,USDJPY,BUY,2021-08-10 09:15:00+00:00,2021-08-10 23:45:00+00:00,110.448,110.597,12.97,12.97,1.35.168,DEMO_ACCOUNT,IS
10,USDJPY,BUY,2021-08-11 09:15:00+00:00,2021-08-11 23:45:00+00:00,110.751,110.433,-29.3,-29.3,1.35.168,DEMO_ACCOUNT,IS
12,USDJPY,BUY,2021-08-24 03:30:00+00:00,2021-08-24 23:45:00+00:00,109.775,109.682,-8.98,-8.98,1.35.168,DEMO_ACCOUNT,IS
14,USDJPY,BUY,2021-09-07 22:00:00+00:00,2021-09-07 23:45:00+00:00,110.34,110.292,-4.85,-4.85,1.35.168,DEMO_ACCOUNT,IS
16,USDJPY,BUY,2021-09-08 03:15:00+00:00,2021-09-08 23:45:00+00:00,110.375,110.254,-11.47,-11.47,1.35.168,DEMO_ACCOUNT,IS
18,USDJPY,BUY,2021-09-17 16:15:00+00:00,2021-09-17 23:45:00+00:00,110.123,109.97,-14.41,-14.41,1.35.168,DEMO_ACCOUNT,IS
20,USDJPY,BUY,2021-09-23 10:15:00+00:00,2021-09-23 23:45:00+00:00,109.998,110.33,29.59,29.59,1.35.168,DEMO_ACCOUNT,IS
22,USDJPY,BUY,2021-09-24 03:30:00+00:00,2021-09-24 23:45:00+00:00,110.454,110.763,27.4,27.4,1.35.168,DEMO_ACCOUNT,IS
24,USDJPY,BUY,2021-09-28 06:00:00+00:00,2021-09-28 23:45:00+00:00,111.229,111.516,25.24,25.24,1.35.168,DEMO_ACCOUNT,IS
26,USDJPY,BUY,2021-09-29 03:15:00+00:00,2021-09-29 23:45:00+00:00,111.64,111.989,30.66,30.66,1.35.168,DEMO_ACCOUNT,IS
28,USDJPY,BUY,2021-09-30 14:00:00+00:00,2021-09-30 18:06:20+00:00,112.088,111.538,-49.81,-49.81,1.35.168,DEMO_ACCOUNT,IS
30,USDJPY,BUY,2021-10-06 03:15:00+00:00,2021-10-06 23:45:30+00:00,111.571,111.418,-14.23,-14.23,1.35.168,DEMO_ACCOUNT,IS
32,USDJPY,BUY,2021-10-08 10:15:00+00:00,2021-10-08 23:45:00+00:00,111.963,112.242,24.36,24.36,1.35.168,DEMO_ACCOUNT,IS
34,USDJPY,BUY,2021-10-11 11:15:00+00:00,2021-10-11 23:45:00+00:00,112.909,113.301,34.1,34.1,1.35.168,DEMO_ACCOUNT,IS
36,USDJPY,BUY,2021-10-12 03:15:00+00:00,2021-10-12 23:45:00+00:00,113.449,113.607,13.41,13.41,1.35.168,DEMO_ACCOUNT,IS
38,USDJPY,BUY,2021-10-15 08:30:00+00:00,2021-10-15 23:45:00+00:00,114.05,114.274,19.1,19.1,1.35.168,DEMO_ACCOUNT,IS
40,USDJPY,BUY,2021-10-20 23:30:00+00:00,2021-10-20 23:45:30+00:00,114.333,114.353,1.25,1.25,1.35.168,DEMO_ACCOUNT,IS
42,USDJPY,BUY,2021-11-01 11:00:00+00:00,2021-11-01 23:45:00+00:00,114.423,114.022,-35.67,-35.67,1.35.168,DEMO_ACCOUNT,IS
44,USDJPY,BUY,2021-11-02 15:45:00+00:00,2021-11-02 23:45:00+00:00,113.841,113.941,8.28,8.28,1.35.168,DEMO_ACCOUNT,IS
46,USDJPY,BUY,2021-11-11 03:15:00+00:00,2021-11-11 23:45:00+00:00,114.04,114.067,1.87,1.87,1.35.168,DEMO_ACCOUNT,IS
48,USDJPY,BUY,2021-11-12 22:00:00+00:00,2021-11-12 23:45:00+00:00,113.957,113.916,-4.1,-4.1,1.35.168,DEMO_ACCOUNT,IS
50,USDJPY,BUY,2021-11-15 08:45:00+00:00,2021-11-15 23:45:00+00:00,113.897,114.124,19.39,19.39,1.35.168,DEMO_ACCOUNT,IS
52,USDJPY,BUY,2021-11-16 03:00:00+00:00,2021-11-16 23:45:00+00:00,114.188,114.806,53.33,53.33,1.35.168,DEMO_ACCOUNT,IS
54,USDJPY,BUY,2021-11-17 01:30:00+00:00,2021-11-17 18:46:40+00:00,114.944,114.394,-48.58,-48.58,1.35.168,DEMO_ACCOUNT,IS
56,USDJPY,BUY,2021-11-18 01:15:00+00:00,2021-11-18 23:45:00+00:00,114.231,114.243,0.55,0.55,1.35.168,DEMO_ACCOUNT,IS
58,USDJPY,BUY,2021-11-23 04:15:00+00:00,2021-11-23 23:45:00+00:00,114.995,115.119,10.27,10.27,1.35.168,DEMO_ACCOUNT,IS
60,USDJPY,BUY,2021-12-07 06:15:00+00:00,2021-12-07 23:45:00+00:00,113.643,113.551,-8.6,-8.6,1.35.168,DEMO_ACCOUNT,IS
62,USDJPY,BUY,2021-12-13 01:30:00+00:00,2021-12-13 23:45:00+00:00,113.487,113.596,9.1,9.1,1.35.168,DEMO_ACCOUNT,IS
64,USDJPY,BUY,2021-12-16 02:45:00+00:00,2021-12-16 16:56:40+00:00,114.231,113.681,-48.88,-48.88,1.35.168,DEMO_ACCOUNT,IS
66,USDJPY,BUY,2021-12-17 02:45:00+00:00,2021-12-17 14:52:40+00:00,113.764,113.214,-49.08,-49.08,1.35.168,DEMO_ACCOUNT,IS
68,USDJPY,BUY,2021-12-22 09:15:00+00:00,2021-12-22 23:45:00+00:00,114.174,114.116,-5.58,-5.58,1.35.168,DEMO_ACCOUNT,IS
70,USDJPY,BUY,2021-12-23 14:15:00+00:00,2021-12-23 23:45:00+00:00,114.345,114.415,5.62,5.62,1.35.168,DEMO_ACCOUNT,IS
72,USDJPY,BUY,2021-12-27 17:30:00+00:00,2021-12-27 23:45:00+00:00,114.807,114.884,6.2,6.2,1.35.168,DEMO_ACCOUNT,IS
74,USDJPY,BUY,2022-01-03 16:30:00+00:00,2022-01-03 23:45:00+00:00,115.278,115.342,5.05,5.05,1.35.168,DEMO_ACCOUNT,IS
76,USDJPY,BUY,2022-01-04 10:45:00+00:00,2022-01-04 23:45:00+00:00,115.837,116.14,25.59,25.59,1.35.168,DEMO_ACCOUNT,IS
78,USDJPY,BUY,2022-01-10 01:15:00+00:00,2022-01-10 18:01:40+00:00,115.623,115.073,-48.3,-48.3,1.35.168,DEMO_ACCOUNT,IS
80,USDJPY,BUY,2022-01-26 21:15:00+00:00,2022-01-26 23:45:00+00:00,114.395,114.659,22.52,22.52,1.35.168,DEMO_ACCOUNT,IS
82,USDJPY,BUY,2022-01-27 09:45:00+00:00,2022-01-27 23:45:00+00:00,114.771,115.368,51.25,51.25,1.35.168,DEMO_ACCOUNT,IS
84,USDJPY,BUY,2022-02-04 10:00:00+00:00,2022-02-04 23:45:00+00:00,115.119,115.189,5.58,5.58,1.35.168,DEMO_ACCOUNT,IS
86,USDJPY,BUY,2022-02-07 00:15:30+00:00,2022-02-07 23:45:30+00:00,115.288,115.088,-17.88,-17.88,1.35.168,DEMO_ACCOUNT,IS
88,USDJPY,BUY,2022-02-08 07:15:00+00:00,2022-02-08 23:45:00+00:00,115.471,115.535,5.04,5.04,1.35.168,DEMO_ACCOUNT,IS
90,USDJPY,BUY,2022-02-09 01:00:00+00:00,2022-02-09 23:45:00+00:00,115.67,115.542,-11.58,-11.58,1.35.168,DEMO_ACCOUNT,IS
92,USDJPY,BUY,2022-02-10 11:15:00+00:00,2022-02-10 23:45:00+00:00,115.822,116.004,15.19,15.19,1.35.168,DEMO_ACCOUNT,IS
94,USDJPY,BUY,2022-02-11 06:15:00+00:00,2022-02-11 20:37:40+00:00,116.154,115.604,-48.08,-48.08,1.35.168,DEMO_ACCOUNT,IS
96,USDJPY,BUY,2022-02-14 14:45:00+00:00,2022-02-14 23:45:00+00:00,115.393,115.554,13.43,13.43,1.35.168,DEMO_ACCOUNT,IS
98,USDJPY,BUY,2022-02-25 15:00:00+00:00,2022-02-25 23:45:00+00:00,115.57,115.539,-3.18,-3.18,1.35.168,DEMO_ACCOUNT,IS
100,USDJPY,BUY,2022-02-28 10:45:00+00:00,2022-02-28 19:01:40+00:00,115.616,115.066,-48.3,-48.3,1.35.168,DEMO_ACCOUNT,IS
102,USDJPY,BUY,2022-03-03 04:15:00+00:00,2022-03-03 23:45:00+00:00,115.638,115.461,-15.83,-15.83,1.35.168,DEMO_ACCOUNT,IS
104,USDJPY,BUY,2022-03-08 08:15:00+00:00,2022-03-08 23:45:00+00:00,115.531,115.646,9.44,9.44,1.35.168,DEMO_ACCOUNT,IS
106,USDJPY,BUY,2022-03-11 06:45:00+00:00,2022-03-11 23:45:00+00:00,116.537,117.256,60.82,60.82,1.35.168,DEMO_ACCOUNT,IS
108,USDJPY,BUY,2022-03-14 01:30:00+00:00,2022-03-14 23:45:00+00:00,117.466,118.155,57.81,57.81,1.35.168,DEMO_ACCOUNT,IS
110,USDJPY,BUY,2022-03-16 20:00:00+00:00,2022-03-16 23:45:00+00:00,118.578,118.739,13.06,13.06,1.35.168,DEMO_ACCOUNT,IS
112,USDJPY,BUY,2022-03-18 16:00:00+00:00,2022-03-18 23:45:00+00:00,119.19,119.157,-3.27,-3.27,1.35.168,DEMO_ACCOUNT,IS
114,USDJPY,BUY,2022-03-22 02:15:00+00:00,2022-03-22 12:49:20+00:00,119.596,120.746,94.74,94.74,1.35.168,DEMO_ACCOUNT,IS
116,USDJPY,BUY,2022-03-23 03:00:00+00:00,2022-03-23 14:59:40+00:00,121.339,120.789,-46.03,-46.03,1.35.168,DEMO_ACCOUNT,IS
118,USDJPY,BUY,2022-03-24 16:15:00+00:00,2022-03-24 23:45:00+00:00,121.82,122.38,45.26,45.26,1.35.168,DEMO_ACCOUNT,IS
120,USDJPY,BUY,2022-03-28 04:15:00+00:00,2022-03-28 10:26:40+00:00,122.591,123.741,92.44,92.44,1.35.168,DEMO_ACCOUNT,IS
122,USDJPY,BUY,2022-03-30 01:30:00+00:00,2022-03-30 04:02:40+00:00,122.965,122.415,-45.43,-45.43,1.35.168,DEMO_ACCOUNT,IS
124,USDJPY,BUY,2022-04-06 03:15:00+00:00,2022-04-06 23:45:00+00:00,123.744,123.8,4.02,4.02,1.35.168,DEMO_ACCOUNT,IS
126,USDJPY,BUY,2022-04-07 01:30:00+00:00,2022-04-07 23:45:00+00:00,123.885,123.988,7.81,7.81,1.35.168,DEMO_ACCOUNT,IS
128,USDJPY,BUY,2022-04-11 04:00:00+00:00,2022-04-11 15:00:40+00:00,124.591,125.741,90.96,90.96,1.35.168,DEMO_ACCOUNT,IS
130,USDJPY,BUY,2022-04-14 15:45:00+00:00,2022-04-14 23:45:00+00:00,125.488,125.909,32.94,32.94,1.35.168,DEMO_ACCOUNT,IS
132,USDJPY,BUY,2022-04-15 04:00:00+00:00,2022-04-15 23:45:00+00:00,126.31,126.448,10.41,10.41,1.35.168,DEMO_ACCOUNT,IS
134,USDJPY,BUY,2022-04-18 20:00:00+00:00,2022-04-18 23:45:00+00:00,126.967,126.991,1.39,1.39,1.35.168,DEMO_ACCOUNT,IS
136,USDJPY,BUY,2022-04-19 01:00:00+00:00,2022-04-19 09:06:40+00:00,127.085,128.235,89.18,89.18,1.35.168,DEMO_ACCOUNT,IS
138,USDJPY,BUY,2022-04-20 01:15:00+00:00,2022-04-20 06:11:40+00:00,129.09,128.54,-43.29,-43.29,1.35.168,DEMO_ACCOUNT,IS
140,USDJPY,BUY,2022-04-28 06:15:00+00:00,2022-04-28 10:54:20+00:00,129.522,130.672,87.51,87.51,1.35.168,DEMO_ACCOUNT,IS
142,USDJPY,BUY,2022-05-06 04:30:00+00:00,2022-05-06 23:45:00+00:00,130.663,130.601,-5.25,-5.25,1.35.168,DEMO_ACCOUNT,IS
144,USDJPY,BUY,2022-05-09 03:15:00+00:00,2022-05-09 18:18:40+00:00,130.874,130.324,-42.7,-42.7,1.35.168,DEMO_ACCOUNT,IS
146,USDJPY,BUY,2022-05-10 01:15:00+00:00,2022-05-10 03:21:20+00:00,130.538,129.988,-42.81,-42.81,1.35.168,DEMO_ACCOUNT,IS
148,USDJPY,BUY,2022-05-31 01:00:00+00:00,2022-05-31 16:47:40+00:00,127.633,128.783,88.8,88.8,1.35.168,DEMO_ACCOUNT,IS
150,USDJPY,BUY,2022-06-01 03:15:00+00:00,2022-06-01 18:30:40+00:00,128.88,130.03,87.94,87.94,1.35.168,DEMO_ACCOUNT,IS
152,USDJPY,BUY,2022-06-07 01:30:00+00:00,2022-06-07 23:45:00+00:00,132.003,132.634,47.07,47.07,1.35.168,DEMO_ACCOUNT,IS
154,USDJPY,BUY,2022-06-08 04:00:00+00:00,2022-06-08 15:24:40+00:00,133.072,134.222,85.18,85.18,1.35.168,DEMO_ACCOUNT,IS
156,USDJPY,BUY,2022-06-13 07:15:00+00:00,2022-06-13 09:18:40+00:00,135.046,134.496,-41.39,-41.39,1.35.168,DEMO_ACCOUNT,IS
158,USDJPY,BUY,2022-06-16 04:45:00+00:00,2022-06-16 11:10:40+00:00,134.604,134.054,-41.53,-41.53,1.35.168,DEMO_ACCOUNT,IS
160,USDJPY,BUY,2022-06-20 02:30:00+00:00,2022-06-20 05:13:40+00:00,135.315,134.765,-41.31,-41.31,1.35.168,DEMO_ACCOUNT,IS
162,USDJPY,BUY,2022-06-21 14:00:00+00:00,2022-06-21 23:45:00+00:00,135.809,136.633,59.81,59.81,1.35.168,DEMO_ACCOUNT,IS
164,USDJPY,BUY,2022-06-24 03:30:00+00:00,2022-06-24 06:36:40+00:00,135.116,134.566,-41.37,-41.37,1.35.168,DEMO_ACCOUNT,IS
166,USDJPY,BUY,2022-06-28 22:00:00+00:00,2022-06-28 23:45:00+00:00,136.311,136.18,-10.12,-10.12,1.35.168,DEMO_ACCOUNT,IS
168,USDJPY,BUY,2022-06-29 13:00:00+00:00,2022-06-29 23:45:00+00:00,136.525,136.607,5.5,5.5,1.35.168,DEMO_ACCOUNT,IS
170,USDJPY,BUY,2022-07-11 14:30:00+00:00,2022-07-11 23:45:00+00:00,137.211,137.405,13.62,13.62,1.35.168,DEMO_ACCOUNT,IS
172,USDJPY,BUY,2022-07-14 02:30:00+00:00,2022-07-14 09:50:40+00:00,137.533,138.683,82.42,82.42,1.35.168,DEMO_ACCOUNT,IS
174,USDJPY,BUY,2022-08-08 01:15:00+00:00,2022-08-08 14:06:40+00:00,135.233,134.683,-41.34,-41.34,1.35.168,DEMO_ACCOUNT,IS
176,USDJPY,BUY,2022-08-17 03:15:00+00:00,2022-08-17 23:45:00+00:00,134.393,135.098,51.68,51.68,1.35.168,DEMO_ACCOUNT,IS
178,USDJPY,BUY,2022-08-19 10:00:00+00:00,2022-08-19 23:45:00+00:00,136.495,136.891,28.43,28.43,1.35.168,DEMO_ACCOUNT,IS
180,USDJPY,BUY,2022-08-22 02:00:00+00:00,2022-08-22 23:45:00+00:00,137.005,137.487,34.56,34.56,1.35.168,DEMO_ACCOUNT,IS
182,USDJPY,BUY,2022-08-23 02:30:00+00:00,2022-08-23 10:10:40+00:00,137.593,137.043,-40.63,-40.63,1.35.168,DEMO_ACCOUNT,IS
184,USDJPY,BUY,2022-08-25 15:45:00+00:00,2022-08-25 23:45:00+00:00,136.68,136.494,-14.13,-14.13,1.35.168,DEMO_ACCOUNT,IS
186,USDJPY,BUY,2022-08-26 02:15:00+00:00,2022-08-26 23:45:00+00:00,136.58,137.486,65.4,65.4,1.35.168,DEMO_ACCOUNT,IS
188,USDJPY,BUY,2022-08-29 00:15:00+00:00,2022-08-29 07:36:40+00:00,137.676,138.826,82.34,82.34,1.35.168,DEMO_ACCOUNT,IS
190,USDJPY,BUY,2022-09-01 17:15:00+00:00,2022-09-01 23:45:00+00:00,139.931,140.205,19.04,19.04,1.35.168,DEMO_ACCOUNT,IS
192,USDJPY,BUY,2022-09-05 02:15:00+00:00,2022-09-05 23:45:00+00:00,140.433,140.578,9.81,9.81,1.35.168,DEMO_ACCOUNT,IS
194,USDJPY,BUY,2022-09-06 08:00:00+00:00,2022-09-06 14:34:40+00:00,140.93,142.08,80.44,80.44,1.35.168,DEMO_ACCOUNT,IS
196,USDJPY,BUY,2022-09-07 01:45:00+00:00,2022-09-07 07:01:40+00:00,142.985,144.135,79.29,79.29,1.35.168,DEMO_ACCOUNT,IS
198,USDJPY,BUY,2022-09-14 01:15:00+00:00,2022-09-14 02:41:40+00:00,144.882,144.332,-38.61,-38.61,1.35.168,DEMO_ACCOUNT,IS
200,USDJPY,BUY,2022-09-19 15:00:00+00:00,2022-09-19 23:45:00+00:00,143.628,143.231,-28.22,-28.22,1.35.168,DEMO_ACCOUNT,IS
202,USDJPY,BUY,2022-09-20 16:30:00+00:00,2022-09-21 00:07:00+00:00,143.854,143.698,-11.15,-11.15,1.35.168,DEMO_ACCOUNT,IS
204,USDJPY,BUY,2022-09-21 07:45:00+00:00,2022-09-21 09:44:40+00:00,143.963,143.413,-38.85,-38.85,1.35.168,DEMO_ACCOUNT,IS
206,USDJPY,BUY,2022-09-22 06:15:00+00:00,2022-09-22 11:04:40+00:00,144.931,144.381,-38.59,-38.59,1.35.168,DEMO_ACCOUNT,IS
208,USDJPY,BUY,2022-09-29 02:00:00+00:00,2022-09-29 23:45:00+00:00,144.245,144.465,14.73,14.73,1.35.168,DEMO_ACCOUNT,IS
210,USDJPY,BUY,2022-10-07 22:15:00+00:00,2022-10-07 23:45:00+00:00,145.426,145.375,-4.01,-4.01,1.35.168,DEMO_ACCOUNT,IS
212,USDJPY,BUY,2022-10-10 02:45:00+00:00,2022-10-10 23:45:00+00:00,145.473,145.698,14.94,14.94,1.35.168,DEMO_ACCOUNT,IS
214,USDJPY,BUY,2022-10-12 16:15:00+00:00,2022-10-12 23:45:00+00:00,146.834,146.916,5.08,5.08,1.35.168,DEMO_ACCOUNT,IS
216,USDJPY,BUY,2022-10-17 07:15:00+00:00,2022-10-17 23:45:00+00:00,148.758,149.025,17.42,17.42,1.35.168,DEMO_ACCOUNT,IS
218,USDJPY,BUY,2022-10-19 20:15:00+00:00,2022-10-19 23:45:00+00:00,149.864,149.889,1.17,1.17,1.35.168,DEMO_ACCOUNT,IS
220,USDJPY,BUY,2022-10-21 13:45:00+00:00,2022-10-21 17:39:40+00:00,151.258,150.708,-36.99,-36.99,1.35.168,DEMO_ACCOUNT,IS
222,USDJPY,BUY,2022-10-24 01:15:00+00:00,2022-10-24 02:37:40+00:00,148.976,148.426,-37.56,-37.56,1.35.168,DEMO_ACCOUNT,IS
224,USDJPY,BUY,2022-10-31 18:15:00+00:00,2022-10-31 23:45:00+00:00,148.813,148.733,-5.88,-5.88,1.35.168,DEMO_ACCOUNT,IS
226,USDJPY,BUY,2022-11-01 17:15:00+00:00,2022-11-01 23:45:00+00:00,147.972,148.222,16.37,16.37,1.35.168,DEMO_ACCOUNT,IS
