position_id,symbol,direction,open_time_utc,close_time_utc,entry_price,exit_price,profit_sum,net_sum,strategy_id,account_type,sample_type
2,USDCAD,BUY,2021-07-05 19:00:00+00:00,2021-07-05 23:45:00+00:00,1.23306,1.23414,8.25,8.25,2.34.141,DEMO_ACCOUNT,IS
4,USDCAD,BUY,2021-07-06 01:30:00+00:00,2021-07-06 11:32:40+00:00,1.233,1.23522,17.47,17.47,2.34.141,DEMO_ACCOUNT,IS
6,USDCAD,BUY,2021-07-07 08:45:00+00:00,2021-07-07 17:09:40+00:00,1.24589,1.24788,15.45,15.45,2.34.141,DEMO_ACCOUNT,IS
8,USDCAD,BUY,2021-07-09 10:15:00+00:00,2021-07-09 23:42:40+00:00,1.25239,1.24439,-64.79,-64.79,2.34.141,DEMO_ACCOUNT,IS
10,USDCAD,BUY,2021-07-13 04:00:00+00:00,2021-07-13 09:19:40+00:00,1.24468,1.24633,12.74,12.74,2.34.141,DEMO_ACCOUNT,IS
12,USDCAD,BUY,2021-07-14 09:45:00+00:00,2021-07-14 10:16:20+00:00,1.2493,1.25113,14.13,14.13,2.34.141,DEMO_ACCOUNT,IS
14,USDCAD,BUY,2021-07-16 06:15:00+00:00,2021-07-16 11:01:40+00:00,1.25758,1.25992,18.07,18.07,2.34.141,DEMO_ACCOUNT,IS
16,USDCAD,BUY,2021-07-20 19:00:00+00:00,2021-07-20 23:45:00+00:00,1.27243,1.26779,-37.1,-37.1,2.34.141,DEMO_ACCOUNT,IS
18,USDCAD,BUY,2021-07-22 11:45:00+00:00,2021-07-22 16:49:40+00:00,1.25611,1.25856,18.97,18.97,2.34.141,DEMO_ACCOUNT,IS
20,USDCAD,BUY,2021-07-28 06:15:00+00:00,2021-07-28 16:45:40+00:00,1.25788,1.25988,15.37,15.37,2.34.141,DEMO_ACCOUNT,IS
22,USDCAD,BUY,2021-07-30 09:45:00+00:00,2021-07-30 17:55:40+00:00,1.24517,1.24689,13.29,13.29,2.34.141,DEMO_ACCOUNT,IS
24,USDCAD,BUY,2021-08-04 06:15:00+00:00,2021-08-04 08:43:40+00:00,1.25202,1.254,15.29,15.29,2.34.141,DEMO_ACCOUNT,IS
26,USDCAD,BUY,2021-08-06 09:30:00+00:00,2021-08-06 12:20:40+00:00,1.24982,1.25118,10.37,10.37,2.34.141,DEMO_ACCOUNT,IS
28,USDCAD,BUY,2021-08-09 06:15:00+00:00,2021-08-09 17:57:40+00:00,1.25596,1.25797,15.48,15.48,2.34.141,DEMO_ACCOUNT,IS
30,USDCAD,BUY,2021-08-11 17:45:00+00:00,2021-08-11 23:45:00+00:00,1.25153,1.25054,-8.42,-8.42,2.34.141,DEMO_ACCOUNT,IS
32,USDCAD,BUY,2021-08-18 06:15:00+00:00,2021-08-18 17:50:40+00:00,1.26132,1.26346,16.44,16.44,2.34.141,DEMO_ACCOUNT,IS
34,USDCAD,BUY,2021-08-23 00:15:00+00:00,2021-08-23 14:34:40+00:00,1.28116,1.27316,-63.34,-63.34,2.34.141,DEMO_ACCOUNT,IS
36,USDCAD,BUY,2021-08-24 08:30:00+00:00,2021-08-24 23:45:00+00:00,1.2645,1.25928,-41.95,-41.95,2.34.141,DEMO_ACCOUNT,IS
38,USDCAD,BUY,2021-08-26 00:30:00+00:00,2021-08-26 05:17:40+00:00,1.25913,1.26129,16.63,16.63,2.34.141,DEMO_ACCOUNT,IS
40,USDCAD,BUY,2021-08-27 08:45:00+00:00,2021-08-27 16:05:40+00:00,1.26789,1.26979,14.46,14.46,2.34.141,DEMO_ACCOUNT,IS
42,USDCAD,BUY,2021-08-30 19:00:00+00:00,2021-08-30 23:45:00+00:00,1.26066,1.26082,0.77,0.77,2.34.141,DEMO_ACCOUNT,IS
44,USDCAD,BUY,2021-08-31 04:00:00+00:00,2021-08-31 05:52:20+00:00,1.26064,1.26254,14.55,14.55,2.34.141,DEMO_ACCOUNT,IS
46,USDCAD,BUY,2021-09-03 08:45:00+00:00,2021-09-03 23:45:00+00:00,1.25463,1.25296,-13.83,-13.83,2.34.141,DEMO_ACCOUNT,IS
48,USDCAD,BUY,2021-09-06 09:30:00+00:00,2021-09-06 12:06:40+00:00,1.253,1.25453,11.7,11.7,2.34.141,DEMO_ACCOUNT,IS
50,USDCAD,BUY,2021-09-09 12:45:00+00:00,2021-09-09 23:45:00+00:00,1.26839,1.26611,-18.51,-18.51,2.34.141,DEMO_ACCOUNT,IS
52,USDCAD,BUY,2021-09-10 10:00:00+00:00,2021-09-10 22:30:40+00:00,1.26441,1.26657,16.55,16.55,2.34.141,DEMO_ACCOUNT,IS
54,USDCAD,BUY,2021-09-13 06:15:00+00:00,2021-09-13 08:08:40+00:00,1.26711,1.2693,16.75,16.75,2.34.141,DEMO_ACCOUNT,IS
56,USDCAD,BUY,2021-09-17 06:15:00+00:00,2021-09-17 17:12:40+00:00,1.26764,1.26974,16.04,16.04,2.34.141,DEMO_ACCOUNT,IS
58,USDCAD,BUY,2021-09-21 07:00:00+00:00,2021-09-21 16:43:40+00:00,1.27734,1.28022,22.0,22.0,2.34.141,DEMO_ACCOUNT,IS
60,USDCAD,BUY,2021-09-22 04:30:00+00:00,2021-09-22 21:15:40+00:00,1.27837,1.27037,-63.47,-63.47,2.34.141,DEMO_ACCOUNT,IS
62,USDCAD,BUY,2021-09-28 06:00:00+00:00,2021-09-28 09:53:40+00:00,1.26101,1.26283,13.91,13.91,2.34.141,DEMO_ACCOUNT,IS
64,USDCAD,BUY,2021-09-30 08:15:00+00:00,2021-09-30 13:31:40+00:00,1.27329,1.27524,14.79,14.79,2.34.141,DEMO_ACCOUNT,IS
66,USDCAD,BUY,2021-10-04 08:15:00+00:00,2021-10-04 09:14:40+00:00,1.26174,1.26409,18.09,18.09,2.34.141,DEMO_ACCOUNT,IS
68,USDCAD,BUY,2021-10-05 17:00:00+00:00,2021-10-05 23:45:00+00:00,1.25722,1.25767,3.08,3.08,2.34.141,DEMO_ACCOUNT,IS
70,USDCAD,BUY,2021-10-06 02:45:00+00:00,2021-10-06 07:20:40+00:00,1.25851,1.26049,15.21,15.21,2.34.141,DEMO_ACCOUNT,IS
72,USDCAD,BUY,2021-10-07 03:45:00+00:00,2021-10-07 11:23:40+00:00,1.25744,1.25981,18.31,18.31,2.34.141,DEMO_ACCOUNT,IS
74,USDCAD,BUY,2021-10-11 12:00:00+00:00,2021-10-11 20:21:40+00:00,1.2449,1.24777,22.5,22.5,2.34.141,DEMO_ACCOUNT,IS
76,USDCAD,BUY,2021-10-12 10:15:00+00:00,2021-10-12 23:45:00+00:00,1.24753,1.24658,-8.12,-8.12,2.34.141,DEMO_ACCOUNT,IS
78,USDCAD,BUY,2021-10-15 10:00:00+00:00,2021-10-15 15:14:40+00:00,1.23452,1.23615,12.69,12.69,2.34.141,DEMO_ACCOUNT,IS
80,USDCAD,BUY,2021-10-18 01:15:00+00:00,2021-10-18 03:24:40+00:00,1.23531,1.23798,21.07,21.07,2.34.141,DEMO_ACCOUNT,IS
82,USDCAD,BUY,2021-10-19 07:00:00+00:00,2021-10-19 16:19:40+00:00,1.23472,1.23647,13.65,13.65,2.34.141,DEMO_ACCOUNT,IS
84,USDCAD,BUY,2021-10-25 06:15:00+00:00,2021-10-25 12:38:40+00:00,1.23454,1.23672,17.13,17.13,2.34.141,DEMO_ACCOUNT,IS
86,USDCAD,BUY,2021-10-26 13:15:00+00:00,2021-10-26 17:57:40+00:00,1.23619,1.23807,14.68,14.68,2.34.141,DEMO_ACCOUNT,IS
88,USDCAD,BUY,2021-10-27 17:15:00+00:00,2021-10-27 22:18:40+00:00,1.23147,1.23587,35.1,35.1,2.34.141,DEMO_ACCOUNT,IS
90,USDCAD,BUY,2021-11-05 16:15:00+00:00,2021-11-05 23:45:00+00:00,1.24496,1.245,-0.18,-0.18,2.34.141,DEMO_ACCOUNT,IS
92,USDCAD,BUY,2021-11-08 00:15:00+00:00,2021-11-08 23:45:00+00:00,1.24548,1.24431,-9.9,-9.9,2.34.141,DEMO_ACCOUNT,IS
94,USDCAD,BUY,2021-11-12 08:00:00+00:00,2021-11-12 11:17:40+00:00,1.25843,1.26004,12.28,12.28,2.34.141,DEMO_ACCOUNT,IS
96,USDCAD,BUY,2021-11-15 06:30:00+00:00,2021-11-15 23:45:00+00:00,1.25345,1.25102,-19.92,-19.92,2.34.141,DEMO_ACCOUNT,IS
98,USDCAD,BUY,2021-11-17 08:45:00+00:00,2021-11-17 15:32:40+00:00,1.25567,1.25768,15.48,15.48,2.34.141,DEMO_ACCOUNT,IS
100,USDCAD,BUY,2021-11-18 08:45:00+00:00,2021-11-18 16:32:40+00:00,1.26083,1.26242,12.09,12.09,2.34.141,DEMO_ACCOUNT,IS
102,USDCAD,BUY,2021-11-23 21:30:00+00:00,2021-11-23 23:45:00+00:00,1.26948,1.26627,-25.85,-25.85,2.34.141,DEMO_ACCOUNT,IS
104,USDCAD,BUY,2021-11-24 10:45:00+00:00,2021-11-24 12:57:20+00:00,1.26717,1.26897,13.68,13.68,2.34.141,DEMO_ACCOUNT,IS
106,USDCAD,BUY,2021-11-25 08:15:00+00:00,2021-11-25 11:16:40+00:00,1.26479,1.26623,10.87,10.87,2.34.141,DEMO_ACCOUNT,IS
108,USDCAD,BUY,2021-11-29 09:30:00+00:00,2021-11-29 16:59:40+00:00,1.27353,1.27639,21.91,21.91,2.34.141,DEMO_ACCOUNT,IS
110,USDCAD,BUY,2021-12-02 08:45:00+00:00,2021-12-02 14:08:40+00:00,1.2791,1.28141,17.53,17.53,2.34.141,DEMO_ACCOUNT,IS
112,USDCAD,BUY,2021-12-03 06:15:00+00:00,2021-12-03 12:15:40+00:00,1.28178,1.28375,14.85,14.85,2.34.141,DEMO_ACCOUNT,IS
114,USDCAD,BUY,2021-12-08 11:45:00+00:00,2021-12-08 17:43:40+00:00,1.26322,1.26545,17.12,17.12,2.34.141,DEMO_ACCOUNT,IS
