symbol,symbol_norm,magic,direction,comment_last,n,first_close,last_close,position_ids,tickets,pnl_sum,avg_pnl,raw_bad_magic
AUDJPY,AUDJPY,1,BUY,[sl 114.393],1,2026-06-01 14:03:30+00:00,2026-06-01 14:03:30+00:00,1,1,-13.04,-13.04,False
AUDJPY,AUDJPY,1,BUY,[sl 114.566],1,2026-06-03 08:28:28+00:00,2026-06-03 08:28:28+00:00,1,1,-13.2,-13.2,False
AUDJPY,AUDJPY,47,BUY,[sl 114.261],1,2026-06-01 16:11:25+00:00,2026-06-01 16:11:25+00:00,1,1,-19.49,-19.49,False
AUDJPY,AUDJPY,47,BUY,[sl 114.517],1,2026-06-03 09:11:12+00:00,2026-06-03 09:11:12+00:00,1,1,-19.88,-19.88,False
AUDJPY,AUDJPY,47,SELL,[sl 114.801],1,2026-06-02 17:41:59+00:00,2026-06-02 17:41:59+00:00,1,1,-31.85,-31.85,False
AUDUSD,AUDUSD,6,SELL,[sl 0.71485],1,2026-06-04 15:00:22+00:00,2026-06-04 15:00:22+00:00,1,1,-12.0,-12.0,False
AUDUSD,AUDUSD,61,SELL,[tp 0.71368],1,2026-06-04 17:35:47+00:00,2026-06-04 17:35:47+00:00,1,1,8.0,8.0,False
AUDUSD,AUDUSD,61,SELL,[tp 0.71756],1,2026-06-02 20:16:22+00:00,2026-06-02 20:16:22+00:00,1,1,8.8,8.8,False
EURUSD,EURUSD,11,SELL,[sl 1.16319],1,2026-06-04 13:34:21+00:00,2026-06-04 13:34:21+00:00,1,1,-26.8,-26.8,False
EURUSD,EURUSD,59,SELL,[sl 1.16230],1,2026-06-04 12:33:52+00:00,2026-06-04 12:33:52+00:00,1,1,-23.8,-23.8,False
EURUSD,EURUSD,59,SELL,[tp 1.16162],1,2026-06-03 09:11:12+00:00,2026-06-03 09:11:12+00:00,1,1,12.7,12.7,False
EURUSD,EURUSD,59,SELL,[tp 1.16197],1,2026-06-02 21:06:58+00:00,2026-06-02 21:06:58+00:00,1,1,13.8,13.8,False
EURUSD,EURUSD,59,SELL,[tp 1.16355],1,2026-06-01 16:11:27+00:00,2026-06-01 16:11:27+00:00,1,1,16.4,16.4,False
EURUSD,EURUSD,71,SELL,[sl 1.16254],1,2026-06-04 12:37:41+00:00,2026-06-04 12:37:41+00:00,1,1,-16.5,-16.5,False
EURUSD,EURUSD,71,SELL,[sl 1.16489],1,2026-06-02 09:25:21+00:00,2026-06-02 09:25:21+00:00,1,1,-15.4,-15.4,False
EURUSD,EURUSD,72,SELL,[sl 1.16196],1,2026-06-04 12:04:15+00:00,2026-06-04 12:04:15+00:00,1,1,-16.6,-16.6,False
EURUSD,EURUSD,72,SELL,[sl 1.16485],1,2026-06-02 09:25:12+00:00,2026-06-02 09:25:12+00:00,1,1,-16.1,-16.1,False
EURUSD,EURUSD,73,SELL,[sl 1.16196],1,2026-06-04 12:04:15+00:00,2026-06-04 12:04:15+00:00,1,1,-16.6,-16.6,False
EURUSD,EURUSD,73,SELL,[sl 1.16489],1,2026-06-02 09:25:21+00:00,2026-06-02 09:25:21+00:00,1,1,-16.2,-16.2,False
EURUSD,EURUSD,73,SELL,[tp 1.16432],1,2026-06-01 14:10:36+00:00,2026-06-01 14:10:36+00:00,1,1,13.0,13.0,False
GBPUSD,GBPUSD,19,BUY,Strategy 0.13205,1,2026-06-02 23:45:00+00:00,2026-06-02 23:45:00+00:00,1,1,1.9,1.9,False
GBPUSD,GBPUSD,19,BUY,[sl 1.34603],1,2026-06-03 07:10:02+00:00,2026-06-03 07:10:02+00:00,1,1,2.5,2.5,False
GBPUSD,GBPUSD,19,BUY,[sl 1.34618],1,2026-06-01 10:25:14+00:00,2026-06-01 10:25:14+00:00,1,1,-6.4,-6.4,False
GBPUSD,GBPUSD,69,SELL,[sl 1.34730],1,2026-06-01 11:43:29+00:00,2026-06-01 11:43:29+00:00,1,1,-11.7,-11.7,False
GBPUSD,GBPUSD,69,SELL,[tp 1.34645],1,2026-06-02 20:06:14+00:00,2026-06-02 20:06:14+00:00,1,1,13.8,13.8,False
