symbol,symbol_norm,magic,direction,comment_last,n,first_close,last_close,position_ids,tickets,pnl_sum,avg_pnl,raw_bad_magic
EURUSD,EURUSD,14,BUY,[sl 1.15894],1,2026-05-22 17:03:22+00:00,2026-05-22 17:03:22+00:00,1,1,-635.57,-635.57,False
EURUSD,EURUSD,14,BUY,[sl 1.16215],1,2026-05-19 12:02:07+00:00,2026-05-19 12:02:07+00:00,1,1,-631.34,-631.34,False
EURUSD,EURUSD,14,BUY,[sl 1.16258],1,2026-05-29 11:55:37+00:00,2026-05-29 11:55:37+00:00,1,1,-493.91,-493.91,False
EURUSD,EURUSD,14,BUY,[sl 1.16310],1,2026-05-26 04:40:45+00:00,2026-05-26 04:40:45+00:00,1,1,-371.51,-371.51,False
EURUSD,EURUSD,14,BUY,[sl 1.17147],1,2026-05-13 10:37:51+00:00,2026-05-13 10:37:51+00:00,1,1,-502.55,-502.55,False
EURUSD,EURUSD,14,BUY,[sl 1.17592],1,2026-05-12 04:40:49+00:00,2026-05-12 04:40:49+00:00,1,1,-441.45,-441.45,False
EURUSD,EURUSD,14,BUY,[tp 1.16413],1,2026-05-18 14:39:33+00:00,2026-05-18 14:39:33+00:00,1,1,331.30999999999995,331.30999999999995,False
EURUSD,EURUSD,14,BUY,[tp 1.16475],1,2026-05-25 14:39:25+00:00,2026-05-25 14:39:25+00:00,1,1,311.23,311.23,False
EURUSD,EURUSD,14,BUY,[tp 1.16491],1,2026-05-27 15:21:28+00:00,2026-05-27 15:21:28+00:00,1,1,276.32,276.32,False
EURUSD,EURUSD,14,BUY,[tp 1.17747],1,2026-05-11 10:27:12+00:00,2026-05-11 10:27:12+00:00,1,1,357.11,357.11,False
XAUUSD,XAUUSD,45,BUY,[sl 4413.41],1,2026-03-24 10:23:23+00:00,2026-03-24 10:23:23+00:00,1,1,-205.73,-205.73,False
XAUUSD,XAUUSD,45,BUY,[sl 4423.91],1,2026-03-27 06:05:12+00:00,2026-03-27 06:05:12+00:00,1,1,-204.07000000000002,-204.07000000000002,False
XAUUSD,XAUUSD,45,BUY,[sl 4568.74],1,2026-03-25 15:16:23+00:00,2026-03-25 15:16:23+00:00,1,1,-205.29,-205.29,False
XAUUSD,XAUUSD,45,BUY,[sl 4660.04],1,2026-03-20 01:32:41+00:00,2026-03-20 01:32:41+00:00,1,1,-200.57,-200.57,False
XAUUSD,XAUUSD,45,BUY,[sl 4998.04],1,2026-03-18 10:47:10+00:00,2026-03-18 10:47:10+00:00,1,1,-202.03,-202.03,False
XAUUSD,XAUUSD,45,BUY,[sl 5108.38],1,2026-03-13 06:29:06+00:00,2026-03-13 06:29:06+00:00,1,1,-101.16000000000001,-101.16000000000001,False
XAUUSD,XAUUSD,45,BUY,[sl 5148.41],1,2026-03-04 03:26:53+00:00,2026-03-04 03:26:53+00:00,1,1,-100.83,-100.83,False
XAUUSD,XAUUSD,45,BUY,[sl 5346.86],1,2026-03-03 02:54:08+00:00,2026-03-03 02:54:08+00:00,1,1,-102.24,-102.24,False
XAUUSD,XAUUSD,45,BUY,[tp 5039.58],1,2026-03-17 07:44:46+00:00,2026-03-17 07:44:46+00:00,1,1,210.15,210.15,False
XAUUSD,XAUUSD,45,BUY,[tp 5130.17],1,2026-03-06 03:50:51+00:00,2026-03-06 03:50:51+00:00,1,1,102.85,102.85,False
XAUUSD,XAUUSD,45,BUY,[tp 5148.66],1,2026-03-10 01:58:59+00:00,2026-03-10 01:58:59+00:00,1,1,100.33999999999999,100.33999999999999,False
XAUUSD,XAUUSD,45,BUY,[tp 5177.13],1,2026-03-05 02:19:37+00:00,2026-03-05 02:19:37+00:00,1,1,97.39,97.39,False
XAUUSD,XAUUSD,45,BUY,[tp 5181.91],1,2026-03-12 10:45:21+00:00,2026-03-12 10:45:21+00:00,1,1,98.44,98.44,False
XAUUSD,XAUUSD,45,BUY,[tp 5186.09],1,2026-02-25 03:22:15+00:00,2026-02-25 03:22:15+00:00,1,1,97.19,97.19,False
